|6.6.6
pyrolite_workman_hart2005.tab
           2
T(K)
   400.00360000000001
   19.999960000020000
         181
P(bar)
   15001.334999999999
   5114.9322988556905
         262
           8
T(K)           P(bar)         rho,kg/m3      alpha,1/K      cp,J/K/kg      vp,km/s        vs,km/s        h,J/kg
  3439.998        731092.       4861.524      0.1790378E-04   1276.336      12.301072       6.547311      0.6709036E+07
  3459.997        731092.       4859.820      0.1792518E-04   1277.141      12.296576       6.543104      0.6734504E+07
  3479.997        731092.       4858.074      0.1794653E-04   1277.949      12.291677       6.538857      0.6760055E+07
  3499.997        731092.       4856.315      0.1796804E-04   1278.734      12.286829       6.534603      0.6785652E+07
  3519.997        731092.       4854.570      0.1798994E-04   1279.471      12.282450       6.530369      0.6811266E+07
  3539.997        731092.       4852.825      0.1801161E-04   1280.265      12.278102       6.526097      0.6836845E+07
  3559.997        731092.       4851.091      0.1803323E-04   1281.059      12.273734       6.521798      0.6862442E+07
  3579.997        731092.       4849.354      0.1805479E-04   1281.849      12.269247       6.517488      0.6888060E+07
  3599.997        731092.       4847.575      0.1807629E-04   1282.635      12.264313       6.513202      0.6913702E+07
  3619.997        731092.       4845.801      0.1809812E-04   1283.467      12.259915       6.508884      0.6939370E+07
  3639.997        731092.       4844.032      0.1812001E-04   1284.285      12.255403       6.504545      0.6965055E+07
  3659.997        731092.       4842.272      0.1814184E-04   1285.060      12.250474       6.500185      0.6990759E+07
  3679.997        731092.       4840.523      0.1816352E-04   1285.835      12.246187       6.495849      0.7016431E+07
  3699.997        731092.       4838.778      0.1818549E-04   1286.638      12.241642       6.491526      0.7042148E+07
  3719.997        731092.       4837.031      0.1820770E-04   1287.465      12.236842       6.487205      0.7067903E+07
  3739.997        731092.       4835.245      0.1822976E-04   1288.293      12.232014       6.482798      0.7093633E+07
  3759.997        731092.       4833.498      0.1825178E-04   1289.078      12.227199       6.478397      0.7119430E+07
  3779.997        731092.       4831.766      0.1827374E-04   1289.851      12.222511       6.474006      0.7145255E+07
  3799.997        731092.       4829.996      0.1829558E-04   1290.667      12.218366       6.469645      0.7171046E+07
  3819.997        731092.       4828.236      0.1831774E-04   1291.480      12.213847       6.465218      0.7196851E+07
  3839.997        731092.       4826.468      0.1834015E-04   1292.289      12.209173       6.460770      0.7222668E+07
  3859.997        731092.       4824.662      0.1836291E-04   1293.094      12.204475       6.456341      0.7248507E+07
  3879.997        731092.       4822.906      0.1838514E-04   1293.941      12.199800       6.451929      0.7274366E+07
  3899.997        731092.       4821.154      0.1840730E-04   1294.785      12.195126       6.447515      0.7300241E+07
  3919.997        731092.       4819.366      0.1842976E-04   1295.580      12.190429       6.443078      0.7326141E+07
  3939.997        731092.       4817.587      0.1845263E-04   1296.375      12.185361       6.438570      0.7352057E+07
  3959.996        731092.       4815.800      0.1847549E-04   1297.181      12.180293       6.434054      0.7377983E+07
  3979.996        731092.       4813.976      0.1849771E-04   1298.025      12.175718       6.429604      0.7403931E+07
  3999.996        731092.       4812.201      0.1852072E-04   1298.869      12.171164       6.425093      0.7429891E+07
   400.004        736207.       5111.127      0.1099117E-04    828.890      12.905620       7.111886      0.3169932E+07
   420.004        736207.       5110.465      0.1121497E-04    846.277      12.903942       7.109967      0.3180135E+07
   440.004        736207.       5109.265      0.1155808E-04    872.826      12.900523       7.106830      0.3197326E+07
   460.003        736207.       5108.085      0.1187449E-04    897.165      12.897215       7.103583      0.3215049E+07
   480.003        736207.       5106.898      0.1216659E-04    919.500      12.894142       7.100284      0.3233257E+07
   500.003        736207.       5105.586      0.1243643E-04    940.037      12.890552       7.096945      0.3251802E+07
   520.003        736207.       5104.369      0.1268503E-04    958.903      12.886828       7.093578      0.3270792E+07
   540.003        736207.       5103.029      0.1291327E-04    976.270      12.883177       7.090151      0.3290150E+07
   560.003        736207.       5101.697      0.1312388E-04    992.282      12.879597       7.086663      0.3309886E+07
   580.003        736207.       5100.357      0.1331626E-04   1006.980      12.876089       7.083164      0.3329837E+07
   600.003        736207.       5099.019      0.1349302E-04   1020.583      12.872651       7.079637      0.3350169E+07
   620.003        736207.       5097.572      0.1365481E-04   1033.144      12.869284       7.076123      0.3370658E+07
   640.003        736207.       5096.190      0.1380181E-04   1044.756      12.865780       7.072589      0.3391431E+07
   660.003        736207.       5094.773      0.1393622E-04   1055.460      12.861859       7.069053      0.3412473E+07
   680.003        736207.       5093.391      0.1405874E-04   1065.396      12.858588       7.065551      0.3433672E+07
   700.003        736207.       5091.940      0.1417022E-04   1074.576      12.855173       7.062056      0.3455092E+07
   720.003        736207.       5090.455      0.1427189E-04   1083.085      12.851447       7.058599      0.3476635E+07
   740.003        736207.       5089.031      0.1436491E-04   1091.095      12.848141       7.055136      0.3498399E+07
   760.003        736207.       5087.571      0.1444934E-04   1098.478      12.844534       7.051727      0.3520296E+07
   780.003        736207.       5086.041      0.1452664E-04   1105.543      12.840738       7.048385      0.3542344E+07
   800.003        736207.       5084.578      0.1459813E-04   1112.104      12.837726       7.045018      0.3564501E+07
   820.003        736207.       5083.110      0.1466421E-04   1118.288      12.834126       7.041713      0.3586828E+07
   840.003        736207.       5081.593      0.1472562E-04   1124.148      12.831062       7.038471      0.3609222E+07
   860.003        736207.       5080.098      0.1478216E-04   1129.781      12.827597       7.035289      0.3631769E+07
   880.003        736207.       5078.636      0.1483537E-04   1135.102      12.824169       7.032156      0.3654444E+07
   900.003        736207.       5077.101      0.1488632E-04   1140.219      12.820611       7.028995      0.3677160E+07
   920.003        736207.       5075.595      0.1493322E-04   1145.187      12.817482       7.025883      0.3700055E+07
   940.003        736207.       5074.036      0.1497813E-04   1149.898      12.814428       7.022822      0.3722963E+07
   960.002        736207.       5072.559      0.1502125E-04   1154.486      12.811121       7.019869      0.3746044E+07
   980.002        736207.       5071.028      0.1506192E-04   1158.938      12.807981       7.016869      0.3769137E+07
  1000.002        736207.       5069.505      0.1510149E-04   1163.261      12.805153       7.014018      0.3792424E+07
  1020.002        736207.       5067.950      0.1536719E-04   1161.161      12.801611       7.010879      0.3815641E+07
  1040.002        736207.       5066.413      0.1541326E-04   1165.100      12.798147       7.007371      0.3838917E+07
  1060.002        736207.       5064.858      0.1545769E-04   1168.877      12.794501       7.003823      0.3862226E+07
  1080.002        736207.       5063.226      0.1550144E-04   1172.596      12.790482       7.000323      0.3885637E+07
  1100.002        736207.       5061.696      0.1554356E-04   1176.260      12.786928       6.996831      0.3909153E+07
  1120.002        736207.       5060.100      0.1558462E-04   1179.869      12.783145       6.993325      0.3932704E+07
  1140.002        736207.       5058.516      0.1562542E-04   1183.331      12.779643       6.989776      0.3956365E+07
  1160.002        736207.       5056.971      0.1566449E-04   1186.772      12.775963       6.986280      0.3980015E+07
  1180.002        736207.       5055.343      0.1570258E-04   1190.128      12.772374       6.982809      0.4003836E+07
  1200.002        736207.       5053.740      0.1574023E-04   1193.434      12.768452       6.979256      0.4027702E+07
  1220.002        736207.       5052.161      0.1577673E-04   1196.692      12.765299       6.975783      0.4051593E+07
  1240.002        736207.       5050.601      0.1581228E-04   1199.863      12.761503       6.972272      0.4075590E+07
  1260.002        736207.       5048.974      0.1584768E-04   1202.989      12.757760       6.968732      0.4099617E+07
  1280.002        736207.       5047.361      0.1588177E-04   1206.052      12.753971       6.965216      0.4123648E+07
  1300.002        736207.       5045.765      0.1591534E-04   1209.117      12.750224       6.961710      0.4147774E+07
  1320.002        736207.       5044.164      0.1594799E-04   1212.076      12.746525       6.958192      0.4172024E+07
  1340.002        736207.       5042.538      0.1597998E-04   1214.999      12.742871       6.954645      0.4196315E+07
  1360.002        736207.       5040.922      0.1601137E-04   1217.876      12.739275       6.951115      0.4220588E+07
  1380.002        736207.       5039.310      0.1604184E-04   1220.725      12.735714       6.947580      0.4244967E+07
  1400.002        736207.       5037.717      0.1607172E-04   1223.516      12.732199       6.943985      0.4269444E+07
  1420.002        736207.       5036.077      0.1610128E-04   1226.219      12.728721       6.940488      0.4293903E+07
  1440.002        736207.       5034.452      0.1613029E-04   1228.969      12.725284       6.936903      0.4318524E+07
  1460.001        736207.       5032.844      0.1615823E-04   1231.581      12.721688       6.933345      0.4343101E+07
  1480.001        736207.       5031.188      0.1618563E-04   1234.264      12.717534       6.929793      0.4367755E+07
  1500.001        736207.       5029.611      0.1621228E-04   1236.814      12.714228       6.926175      0.4392445E+07
  1520.001        736207.       5027.969      0.1623847E-04   1239.340      12.710875       6.922643      0.4417233E+07
